beer_style,beer_name,brewery_name,abv,no_ratings,avg_rating,drop_me,url
Fruit and Field,Double ZZ Razzberry Ale,Lengthwise Brewing Company,5.00,15,3.43,,https://www.beeradvocate.com/beer/profile/4432/31263/
Fruit and Field,Gypsy Goddess,Rochester Mills Beer Co.,4.20,15,3.87,,https://www.beeradvocate.com/beer/profile/2346/284960/
Fruit and Field,#ICANTEVEN Watermelon Ale,Evil Genius Beer Company,5.60,15,3.47,,https://www.beeradvocate.com/beer/profile/29022/345399/
Fruit and Field,Methusalem Johannisburger,The Monarchy,10.00,15,3.86,,https://www.beeradvocate.com/beer/profile/33121/168760/
Fruit and Field,Tart Apple Radler,Boulevard Brewing Co.,4.10,15,3.69,,https://www.beeradvocate.com/beer/profile/423/342082/
Fruit and Field,Tuco - Style Freakout,B. Nektar,6.00,15,3.8,,https://www.beeradvocate.com/beer/profile/34889/256835/
Fruit and Field,Shore View Lemon Shandy,Brouwerij Martens NV,4.20,15,3.51,,https://www.beeradvocate.com/beer/profile/3517/172107/
Fruit and Field,Jamieson Raspberry,Jamieson Brewery,4.90,15,3.08,,https://www.beeradvocate.com/beer/profile/4668/10062/
Fruit and Field,Hella Chela,Karbach Brewing Co.,5.00,15,2.93,,https://www.beeradvocate.com/beer/profile/26762/404562/
Fruit and Field,Buckwheat Strawberry Ale,Blackberry Farm Brewery,6.30,15,3.81,,https://www.beeradvocate.com/beer/profile/31896/223314/
Fruit and Field,Berried Alive,Longwood Brewpub & Restaurant,5.00,15,3.59,,https://www.beeradvocate.com/beer/profile/781/96107/
Fruit and Field,Colchuck Raspberry Wheat,Icicle Brewing Company,5.00,15,3.93,,https://www.beeradvocate.com/beer/profile/25393/72312/
Fruit and Field,Radler Himbeere (Raspberry),Stieglbrauerei zu Salzburg GmbH,2.00,15,3.59,,https://www.beeradvocate.com/beer/profile/817/449159/
Fruit and Field,Summer Backyard Lager,Clemson Bros. Brewery at The Gilded Otter,3.90,15,3.32,,https://www.beeradvocate.com/beer/profile/1634/18825/
Fruit and Field,Taiwan Beer Mango,Taiwan Tobacco & Liquor Corporation,2.80,15,3.08,,https://www.beeradvocate.com/beer/profile/2577/131732/
Fruit and Field,Turbo Shandy - Tequila Barrel-Aged,Hoppin' Frog Brewery,7.00,15,4.27,,https://www.beeradvocate.com/beer/profile/14879/232853/
Fruit and Field,Peach Habanero Imperial Red Ale,Crabtree Brewing Company,9.50,15,3.58,,https://www.beeradvocate.com/beer/profile/13907/165530/
Fruit and Field,Lime Twist,Valkyrie Brewing,4.00,15,2.53,,https://www.beeradvocate.com/beer/profile/683/25004/
Fruit and Field,Orange Is The New Ale,Susquehanna Brewing Company,4.75,15,3.75,,https://www.beeradvocate.com/beer/profile/29196/304584/
Fruit and Field,High Divide Double Blonde (Alta Series),Two Beers Brewing Co.,8.90,15,4.23,,https://www.beeradvocate.com/beer/profile/17005/98762/
Fruit and Field,Electra Framboos,Ecliptic Brewing,6.50,15,3.61,,https://www.beeradvocate.com/beer/profile/33058/184524/
Fruit and Field,Fruit Bat Disco,Fonta Flora Brewery,5.80,15,3.85,,https://www.beeradvocate.com/beer/profile/33145/231640/
Fruit and Field,Raspberry Ale,New Planet Beer Company,5.00,15,2.4,,https://www.beeradvocate.com/beer/profile/22844/136190/
Fruit and Field,first ← prev| 601-650 | 651-700 | 701-750 | 751-800 | 801-850  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Wai Ola,Crooked Hammock Brewery,5.50,14,3.52,,https://www.beeradvocate.com/beer/profile/42846/293385/
Fruit and Field,The Tater Ale,Moon River Brewing Company,4.50,14,3.46,,https://www.beeradvocate.com/beer/profile/850/34569/
Fruit and Field,Mönchshof Radler,Kulmbacher Brauerei AG,2.50,14,3.08,,https://www.beeradvocate.com/beer/profile/412/116236/
Fruit and Field,Tropical Tart Ale,Steamworks Brewing Company,4.90,14,3.81,,https://www.beeradvocate.com/beer/profile/3449/243478/
Fruit and Field,Solstice D'été Aux Mangues,Brasserie Dieu du Ciel!,6.50,14,3.79,,https://www.beeradvocate.com/beer/profile/1141/74014/
Fruit and Field,We Be Yammin',Tighthead Brewing Company,6.40,14,3.46,,https://www.beeradvocate.com/beer/profile/27021/87326/
Fruit and Field,Honey Beer,Antares,7.50,14,3.64,,https://www.beeradvocate.com/beer/profile/11111/48670/
Fruit and Field,Grapefruit Radler,Tree Brewing,2.50,14,3.63,,https://www.beeradvocate.com/beer/profile/2594/123166/
Fruit and Field,Blood Orange Wheat,Farmington Brewing Company,7.70,14,3.83,,https://www.beeradvocate.com/beer/profile/37611/145955/
Fruit and Field,Saison Framboise (Zinfandel BA),Brasserie Dunham,6.50,14,3.84,,https://www.beeradvocate.com/beer/profile/13905/99367/
Fruit and Field,Tastee - Mai Tai,The Veil Brewing Co.,5.50,14,4.06,,https://www.beeradvocate.com/beer/profile/41018/359464/
Fruit and Field,Crown Blue,Crown Brewing,3.20,14,3.28,,https://www.beeradvocate.com/beer/profile/17278/69440/
Fruit and Field,Buckwheat Ale,Ezo Beer KK,2.90,14,3.54,,https://www.beeradvocate.com/beer/profile/3469/17991/
Fruit and Field,Apricot Wheat,Founders Brewing Company,5.80,14,3.79,,https://www.beeradvocate.com/beer/profile/1199/19272/
Fruit and Field,You’re Killin’ Me Smalls,Evil Genius Beer Company,5.50,14,3.59,,https://www.beeradvocate.com/beer/profile/29022/347722/
Fruit and Field,Quercus Reserve - Fragaria,Woodfour Brewing Company,4.80,14,4.02,,https://www.beeradvocate.com/beer/profile/32922/195917/
Fruit and Field,Pillow Talk,Pulpit Rock Brewing Company,7.10,14,4.31,,https://www.beeradvocate.com/beer/profile/42001/269907/
Fruit and Field,Brisco Bridge Blackberry Lager,Market Street Brewing Co. and Restaurant,4.60,14,3.25,,https://www.beeradvocate.com/beer/profile/1181/12122/
Fruit and Field,Bloops,Ordnance Brewing,4.60,14,3.86,,https://www.beeradvocate.com/beer/profile/40408/175964/
Fruit and Field,Fruitesse Kriekbier,Brouwerij Liefmans,3.50,14,3.21,,https://www.beeradvocate.com/beer/profile/283/21346/
Fruit and Field,Frooted: Peach/Pineapple/Passionfruit,More Brewing Co.,4.00,14,4.13,,https://www.beeradvocate.com/beer/profile/49747/373864/
Fruit and Field,That Guava Beer,Legacy Brewing Co.,5.50,14,3.58,,https://www.beeradvocate.com/beer/profile/33490/137588/
Fruit and Field,Super Des Fagnes Griottes,Brasserie Des Fagnes,4.80,14,2.74,,https://www.beeradvocate.com/beer/profile/2429/25205/
Fruit and Field,Miss Betty,Mispillion River Brewing,8.00,14,3.72,,https://www.beeradvocate.com/beer/profile/33326/140150/
Fruit and Field,Five And Dime,Noble Ale Works,5.40,14,3.74,,https://www.beeradvocate.com/beer/profile/22412/121721/
Fruit and Field,Watermelon Saison,Twisted Trunk Brewing Company,?,14,3.76,,https://www.beeradvocate.com/beer/profile/38612/162687/
Fruit and Field,Warsteiner Premium Lemon,Warsteiner Brauerei,2.90,14,2.16,,https://www.beeradvocate.com/beer/profile/360/25217/
Fruit and Field,Union Radler Grapefruit,Pivovarna Union,2.50,14,2.84,,https://www.beeradvocate.com/beer/profile/475/72325/
Fruit and Field,Lemon Shandy,Jacob Leinenkugel Brewing Company,4.20,14,3.38,,https://www.beeradvocate.com/beer/profile/710/345478/
Fruit and Field,Sweet Brown,Castle Island Brewing Co.,6.50,14,3.92,,https://www.beeradvocate.com/beer/profile/43244/257944/
Fruit and Field,Watermelon Ale,Coddington Brewing Co.,4.30,14,3.42,,https://www.beeradvocate.com/beer/profile/1164/19354/
Fruit and Field,Raspberry Tambois,Pearl Street Brewery,8.00,14,3.95,,https://www.beeradvocate.com/beer/profile/682/119467/
Fruit and Field,Break of Moon,Fonta Flora Brewery,4.80,14,4.02,,https://www.beeradvocate.com/beer/profile/33145/369839/
Fruit and Field,Brew Ninja,Short's Brewing Company,4.50,14,3.51,,https://www.beeradvocate.com/beer/profile/9629/153782/
Fruit and Field,Corsendonk Dubbel Kriek,Brouwerij Corsendonk,8.50,14,3.48,,https://www.beeradvocate.com/beer/profile/41/146111/
Fruit and Field,Oettinger Radler,Oettinger Brauerei GmbH,2.50,14,2.84,,https://www.beeradvocate.com/beer/profile/5142/4289/
Fruit and Field,Višňové,Pivovarský dům,5.20,14,3.52,,https://www.beeradvocate.com/beer/profile/4442/14538/
Fruit and Field,Bad Omen,Medusa Brewing Company,8.40,14,3.63,,https://www.beeradvocate.com/beer/profile/39308/193226/
Fruit and Field,Berry'd,Jailbreak Brewing Company,5.00,14,2.65,,https://www.beeradvocate.com/beer/profile/34426/124879/
Fruit and Field,Organic Honey Dew With A Twist Of Cranberry,Fuller's,5.00,14,3.18,,https://www.beeradvocate.com/beer/profile/71/7894/
Fruit and Field,Bluesberry Ale,Cooper's Cave Ale Company,5.00,14,3.44,,https://www.beeradvocate.com/beer/profile/2383/59612/
Fruit and Field,Big Tiki,Hop City Brewing Co.,4.50,14,3.02,,https://www.beeradvocate.com/beer/profile/21537/348637/
Fruit and Field,Prickly Pear Wheat,Borderlands Brewing Co.,6.00,14,3.05,,https://www.beeradvocate.com/beer/profile/28209/77798/
Fruit and Field,Eagle Brook Saloon's Blueberry Ale,Ipswich Ale Brewery,5.40,14,4.13,,https://www.beeradvocate.com/beer/profile/162/8432/
Fruit and Field,Sweet Pete's Peach Wheat,Great Lakes Brewery,5.00,14,3.47,,https://www.beeradvocate.com/beer/profile/9408/62961/
Fruit and Field,Redd's Wicked Sour Apple,Miller Brewing Co.,8.00,14,3.73,,https://www.beeradvocate.com/beer/profile/105/352244/
Fruit and Field,Raspberry,Cascade Brewing / Raccoon Lodge & Brewpub,5.00,14,3.87,,https://www.beeradvocate.com/beer/profile/2391/80373/
Fruit and Field,Belle Hélène,Multi-Brasses,8.00,14,2.96,,https://www.beeradvocate.com/beer/profile/9996/25334/
Fruit and Field,Ki'Chun,5 Rabbit Cerveceria,9.50,14,3.78,,https://www.beeradvocate.com/beer/profile/25544/88570/
Fruit and Field,King Cake Ale,Mudbug Brewery,4.00,14,3.16,,https://www.beeradvocate.com/beer/profile/36946/156667/
Fruit and Field,first ← prev| 651-700 | 701-750 | 751-800 | 801-850 | 851-900  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Da Vine,Short's Brewing Company,5.60,14,3.62,,https://www.beeradvocate.com/beer/profile/9629/76286/
Fruit and Field,Grapefruit Shandy,SanTan Brewing Co.,4.70,13,3.66,,https://www.beeradvocate.com/beer/profile/16357/215041/
Fruit and Field,Goodland Orange Pale Ale,Telegraph Brewing Company,4.50,13,3.68,,https://www.beeradvocate.com/beer/profile/13065/185089/
Fruit and Field,National Bohemian Beer Crab Shack Shandy,Pabst Brewing Company,4.20,13,3.05,,https://www.beeradvocate.com/beer/profile/447/309250/
Fruit and Field,Funky Monkey,Four Quarters Brewing Co.,5.20,13,3.94,,https://www.beeradvocate.com/beer/profile/34222/171012/
Fruit and Field,Amazon Beer Taperebá Witbier,Cervejaria Amazônia Ltda.,4.70,13,3.45,,https://www.beeradvocate.com/beer/profile/27297/86538/
Fruit and Field,DAB Radler,Dortmunder Actien Brauerei / DAB,3.00,13,3.69,,https://www.beeradvocate.com/beer/profile/726/358155/
Fruit and Field,Bitchin' Berry,Great Basin Brewing Co.,5.70,13,3.72,,https://www.beeradvocate.com/beer/profile/2310/83475/
Fruit and Field,Wild Bramble,Southern Barrel Brewing Co.,5.30,13,3.84,,https://www.beeradvocate.com/beer/profile/41195/248602/
Fruit and Field,"Honey, Please With Mesquite Beans",Armadillo Ale Works,5.30,13,3.76,,https://www.beeradvocate.com/beer/profile/25668/254238/
Fruit and Field,Red Racer Radler,Central City Brewers + Distillers,3.50,13,3.46,,https://www.beeradvocate.com/beer/profile/10321/225055/
Fruit and Field,Grolsch Radler Citroen,Grolsch Bierbrouwerij N.V.,2.00,13,2.87,,https://www.beeradvocate.com/beer/profile/506/179237/
Fruit and Field,Brewhouse Rarities: Mimosa Beer,Flying Dog Brewery,5.20,13,3.61,,https://www.beeradvocate.com/beer/profile/68/323109/
Fruit and Field,Vermont Maple Sunrise Ale,Lawson's Finest Liquids,5.00,13,3.46,,https://www.beeradvocate.com/beer/profile/17980/69687/
Fruit and Field,Mama's Strawberry Milk,Short's Brewing Company,9.00,13,3.19,,https://www.beeradvocate.com/beer/profile/9629/69689/
Fruit and Field,Coolship Mango,Elgood and Sons Ltd,5.00,13,3.77,,https://www.beeradvocate.com/beer/profile/3049/327481/
Fruit and Field,Mike's Harder Lemonade,Mike's Hard Lemonade Co.,8.00,13,2.97,,https://www.beeradvocate.com/beer/profile/37795/383547/
Fruit and Field,Hello Tasty,Short's Brewing Company,4.00,13,3.87,,https://www.beeradvocate.com/beer/profile/9629/426822/
Fruit and Field,Wishful Sinful,Short's Brewing Company,6.90,13,4,,https://www.beeradvocate.com/beer/profile/9629/189264/
Fruit and Field,Golden Fruited,Summit Brewing Company,4.80,13,3.49,,https://www.beeradvocate.com/beer/profile/467/317521/
Fruit and Field,Vanilla Cappucino Pumpkin Ale,Resurgence Brewing Company,7.00,13,4.37,,https://www.beeradvocate.com/beer/profile/35586/161362/
Fruit and Field,San Gabriel Ambra Rossa Di Treviso,Birreria San Gabriel,5.50,13,3.48,,https://www.beeradvocate.com/beer/profile/19131/48212/
Fruit and Field,Olallie Ale,Ground Breaker Brewing,4.50,13,3.55,,https://www.beeradvocate.com/beer/profile/27912/172375/
Fruit and Field,Keystone Light Keylightful,Coors Brewing Company (Molson-Coors),4.10,13,2.99,,https://www.beeradvocate.com/beer/profile/306/480600/
Fruit and Field,James E. Pepper 1776 Rye Whiskey Barrel-Aged The Betty,Bluejacket / Arsenal Restaurant,10.60,13,4.31,,https://www.beeradvocate.com/beer/profile/29008/149350/
Fruit and Field,Watermelon Ale,Apocalypse Brew Works,4.50,13,3.57,,https://www.beeradvocate.com/beer/profile/29179/84072/
Fruit and Field,Applefest Ale,South Shore Brewery,6.25,13,3.44,,https://www.beeradvocate.com/beer/profile/787/14197/
Fruit and Field,Imperial Raspberry Beret,Ellicottville Brewing Co.,7.10,13,4.04,,https://www.beeradvocate.com/beer/profile/692/52086/
Fruit and Field,Zombie Killer,B. Nektar,5.50,13,3.96,,https://www.beeradvocate.com/beer/profile/34889/374649/
Fruit and Field,Bud Light & Clamato Extra Lime,Anheuser-Busch,4.20,13,2.97,,https://www.beeradvocate.com/beer/profile/29/130174/
Fruit and Field,Pink Sock Monkey Raspberry Wheat,Haymarket Beer Co. Pub & Brewery,5.00,13,3.71,,https://www.beeradvocate.com/beer/profile/24445/71809/
Fruit and Field,Redd's Raspberry Ale,Miller Brewing Co.,5.50,13,3.5,,https://www.beeradvocate.com/beer/profile/105/270745/
Fruit and Field,Burgkopf Grapefruit,Kauen Craft,7.50,13,3.63,,https://www.beeradvocate.com/beer/profile/46713/364198/
Fruit and Field,Twisted Strawberry Fest,Tampa Bay Brewing Co.,5.00,13,3.82,,https://www.beeradvocate.com/beer/profile/487/397744/
Fruit and Field,Hemptails Passionfruit Express,Genesee Brewing Co. / Dundee Brewing Co.,8.00,13,3.13,,https://www.beeradvocate.com/beer/profile/302/405683/
Fruit and Field,Show & Tell,Pulpit Rock Brewing Company,7.00,13,3.94,,https://www.beeradvocate.com/beer/profile/42001/367030/
Fruit and Field,Bosbier,Brouwerij Cornelissen,4.50,13,3.09,,https://www.beeradvocate.com/beer/profile/3456/13510/
Fruit and Field,Sunny Spot,Susquehanna Brewing Company,4.70,13,3.94,,https://www.beeradvocate.com/beer/profile/29196/245961/
Fruit and Field,Redd's Wicked Watermelon,Miller Brewing Co.,8.00,13,3.12,,https://www.beeradvocate.com/beer/profile/105/326354/
Fruit and Field,Apple Pie Whole,Right Brain Brewery,6.20,13,3.41,,https://www.beeradvocate.com/beer/profile/16503/123348/
Fruit and Field,Redd's Wicked Blood Orange,Miller Brewing Co.,8.00,13,3.62,,https://www.beeradvocate.com/beer/profile/105/248282/
Fruit and Field,Galangal Action,Against The Grain Brewery & Smokehouse,4.80,13,3.55,,https://www.beeradvocate.com/beer/profile/26850/85990/
Fruit and Field,Raspberry Hef,Brickway Brewery & Distillery,5.00,13,3.76,,https://www.beeradvocate.com/beer/profile/33943/225266/
Fruit and Field,Chill Pils,Mikkeller ApS,4.70,13,3.85,,https://www.beeradvocate.com/beer/profile/13307/119284/
Fruit and Field,Josephs Brau Radler,Trader Joe's Brewing Company,?,13,3.09,,https://www.beeradvocate.com/beer/profile/10707/256246/
Fruit and Field,Bourganel Aux Myrtilles,Brasserie Bourganel,6.00,13,3.1,,https://www.beeradvocate.com/beer/profile/9446/27639/
Fruit and Field,Loved by the Sun,Devils Backbone Brewing Company,4.50,12,3.42,,https://www.beeradvocate.com/beer/profile/18539/486148/
Fruit and Field,Session Black - Cherry Black,Full Sail Brewing Company,5.40,12,3.63,,https://www.beeradvocate.com/beer/profile/5316/184080/
Fruit and Field,Eat A Peach,Rocky Mountain Brewing,?,12,4.13,,https://www.beeradvocate.com/beer/profile/19634/62226/
Fruit and Field,The Puca,The White Hag Irish Brewing Company,3.50,12,3.84,,https://www.beeradvocate.com/beer/profile/37366/257045/
Fruit and Field,first ← prev| 701-750 | 751-800 | 801-850 | 851-900 | 901-950  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Double Frooted- Tropic,More Brewing Co.,8.00,12,4.36,,https://www.beeradvocate.com/beer/profile/49747/482342/
Fruit and Field,Beer For Pizza,Off Color Brewing,4.50,12,3.68,,https://www.beeradvocate.com/beer/profile/31678/508199/
Fruit and Field,Blackberry Festivale,Townsite Brewing,5.50,12,3.65,,https://www.beeradvocate.com/beer/profile/29112/106284/
Fruit and Field,Paisley Park Pomegranate,Founders Brewing Company,7.00,12,3.87,,https://www.beeradvocate.com/beer/profile/1199/49452/
Fruit and Field,Mangonada,Alvarado Street Brewery,5.00,12,4.03,,https://www.beeradvocate.com/beer/profile/35259/309552/
Fruit and Field,Shake Up,Sun King Brewing Company,3.10,12,3.58,,https://www.beeradvocate.com/beer/profile/20672/98615/
Fruit and Field,Cherazz,Big Rock Brewery,4.10,12,3.3,,https://www.beeradvocate.com/beer/profile/391/68161/
Fruit and Field,Professor Nutbutter's,One Well Brewing,4.90,12,3.79,,https://www.beeradvocate.com/beer/profile/37646/181321/
Fruit and Field,Tastee - Strawberry Swirl,The Veil Brewing Co.,5.50,12,3.96,,https://www.beeradvocate.com/beer/profile/41018/366928/
Fruit and Field,Pink Panther,Braustelle,5.80,12,3.39,,https://www.beeradvocate.com/beer/profile/10574/65360/
Fruit and Field,Wild Irish Raspberry Wheat,McGuire's Irish Pub of Destin,4.80,12,2.97,,https://www.beeradvocate.com/beer/profile/4552/26456/
Fruit and Field,Burnside Blood Orange Ale,Medicine Hat Brewing Company,4.50,12,3.62,,https://www.beeradvocate.com/beer/profile/47842/261989/
Fruit and Field,Jadis,Birra Toccalmatto,6.50,12,3.73,,https://www.beeradvocate.com/beer/profile/19293/96614/
Fruit and Field,Crafty Radler,Pump House Brewery,4.70,12,4.11,,https://www.beeradvocate.com/beer/profile/7008/237671/
Fruit and Field,Beachcomber,Breakside Brewery,9.20,12,3.84,,https://www.beeradvocate.com/beer/profile/22843/295538/
Fruit and Field,Rübæus - Nitro,Founders Brewing Company,5.70,12,3.97,,https://www.beeradvocate.com/beer/profile/1199/358515/
Fruit and Field,Lavender Abbey,North Country Brewing,4.70,12,3.92,,https://www.beeradvocate.com/beer/profile/9797/56184/
Fruit and Field,Rhuby Social,Upstreet Craft Brewing,5.00,12,3.95,,https://www.beeradvocate.com/beer/profile/42635/234618/
Fruit and Field,Jalapeno Smoked (Sazerac Barrel-Aged) Porter,Country Boy Brewing,9.30,12,4,,https://www.beeradvocate.com/beer/profile/28188/78976/
Fruit and Field,La Niña,LauderAle,5.20,12,4.09,,https://www.beeradvocate.com/beer/profile/36366/149890/
Fruit and Field,Ringneck Frambozen,The Brew Kettle Taproom & Smokehouse / Production Works,?,12,3.97,,https://www.beeradvocate.com/beer/profile/2470/28290/
Fruit and Field,Cubanisto,Anheuser-Busch,5.90,12,2.81,,https://www.beeradvocate.com/beer/profile/29/222339/
Fruit and Field,Raspberry Lager,Core Brewing & Distilling Co.,3.70,12,3.41,,https://www.beeradvocate.com/beer/profile/28808/129155/
Fruit and Field,Blueberry Ale,Black Bear Brewery,?,12,3.56,,https://www.beeradvocate.com/beer/profile/20873/31882/
Fruit and Field,Melon Wheat Ale,Shipyard Brewing Company,4.40,12,3.43,,https://www.beeradvocate.com/beer/profile/139/299149/
Fruit and Field,Bud Light Radler,Anheuser-Busch,2.40,12,3.53,,https://www.beeradvocate.com/beer/profile/29/276881/
Fruit and Field,Rasplendent,Mazama Brewing Co.,5.00,12,3.58,,https://www.beeradvocate.com/beer/profile/31780/130450/
Fruit and Field,Wild Irish Raspberry Wheat,McGuire's Irish Pub,4.80,12,3.03,,https://www.beeradvocate.com/beer/profile/1610/4505/
Fruit and Field,I Yam What I Yam,Mad Beach Craft Brewing Company,9.00,12,4.03,,https://www.beeradvocate.com/beer/profile/38602/197788/
Fruit and Field,Steel Reserve (Alloy Series) Margarita,Steel Brewing Company,8.00,12,3.02,,https://www.beeradvocate.com/beer/profile/257/156836/
Fruit and Field,Wernesgruner Radler,Wernesgrüner Brauerei AG,2.50,12,2.61,,https://www.beeradvocate.com/beer/profile/3966/131239/
Fruit and Field,Raspberry Rising,Twisted Pine Brewing Company,5.20,12,3.23,,https://www.beeradvocate.com/beer/profile/23/181676/
Fruit and Field,Best Damn Apple Ale,Anheuser-Busch,4.20,12,2.44,,https://www.beeradvocate.com/beer/profile/29/204978/
Fruit and Field,One And The Same - Barrel-Aged,Greenbush Brewing Company,7.00,12,3.83,,https://www.beeradvocate.com/beer/profile/25937/131253/
Fruit and Field,Blueberry Wheat,Redondo Beach Brewing,3.80,12,3.77,,https://www.beeradvocate.com/beer/profile/1016/7865/
Fruit and Field,Mirabella,Browar Fortuna,5.10,12,3.96,,https://www.beeradvocate.com/beer/profile/18154/145091/
Fruit and Field,Honey Lavender Ale,Garrison Brewing Company,6.50,12,3.69,,https://www.beeradvocate.com/beer/profile/1879/72645/
Fruit and Field,Cranachan Killer,Fierce Beer,5.50,12,3.39,,https://www.beeradvocate.com/beer/profile/46705/245194/
Fruit and Field,Liefmans Yell’oh On The Rocks,Brouwerij Liefmans,3.80,12,3.48,,https://www.beeradvocate.com/beer/profile/283/275918/
Fruit and Field,Rockin' Razberry Wheat,Olde Peninsula Brewpub & Restaurant,5.50,12,3.38,,https://www.beeradvocate.com/beer/profile/2707/13519/
Fruit and Field,Beaujardin Rougeberries,Brouwerij Huyghe,4.50,12,3.9,,https://www.beeradvocate.com/beer/profile/180/97501/
Fruit and Field,Mother Schmuckers,Grand Armory Brewing,5.80,12,3.72,,https://www.beeradvocate.com/beer/profile/41540/281059/
Fruit and Field,Crazy Beard Wild Apple Ale,Crazy Beard Brewing,5.20,12,2.37,,https://www.beeradvocate.com/beer/profile/38890/175857/
Fruit and Field,Bama Breeze,Bluejacket / Arsenal Restaurant,9.50,12,3.87,,https://www.beeradvocate.com/beer/profile/29008/148723/
Fruit and Field,King's Blood,Alter Brewing Company,5.50,12,3.83,,https://www.beeradvocate.com/beer/profile/43612/251124/
Fruit and Field,River City Raspberry Ale,Brewsters Brewing Company & Restaurant - Oliver Square,5.00,12,3.44,,https://www.beeradvocate.com/beer/profile/3956/12543/
Fruit and Field,Münchner Radler,Hacker-Pschorr Bräu GmbH,2.50,11,3.11,,https://www.beeradvocate.com/beer/profile/76/102158/
Fruit and Field,Bud Light Chelada Mango,Anheuser-Busch,4.20,11,3.35,,https://www.beeradvocate.com/beer/profile/29/414223/
Fruit and Field,Big Shark Grapefruit Radler,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,4.20,11,3.69,,https://www.beeradvocate.com/beer/profile/24764/406546/
Fruit and Field,Raspberry Wheat,Elm City Brewing Co.,?,11,3.35,,https://www.beeradvocate.com/beer/profile/773/19219/
Fruit and Field,first ← prev| 751-800 | 801-850 | 851-900 | 901-950 | 951-1000  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Apple Pie,Rocky Mountain Brewing,?,11,4.27,,https://www.beeradvocate.com/beer/profile/19634/73238/
Fruit and Field,Bavaria Grapefruit Radler,Swinkels Family Brewers,2.00,11,3.38,,https://www.beeradvocate.com/beer/profile/498/106523/
Fruit and Field,Grizzly Creek Raspberry Wheat,Glenwood Canyon Brewing / Canyon Brew Pub,?,11,3.27,,https://www.beeradvocate.com/beer/profile/4013/8754/
Fruit and Field,Strawberry Blonde,Bonaventure Brewing,4.40,11,2.78,,https://www.beeradvocate.com/beer/profile/1012/41278/
Fruit and Field,Rhubarb Saison,Wellington County Brewery,5.10,11,3.47,,https://www.beeradvocate.com/beer/profile/618/290374/
Fruit and Field,Banánové,Pivovarský dům,4.20,11,3.02,,https://www.beeradvocate.com/beer/profile/4442/17996/
Fruit and Field,Twisted Citrus,Cayman Islands Brewery Ltd.,5.20,11,3.27,,https://www.beeradvocate.com/beer/profile/16049/114509/
Fruit and Field,Iki Beer Ginger,De Proefbrouwerij (bvba Andelot),5.50,11,3.34,,https://www.beeradvocate.com/beer/profile/3521/95570/
Fruit and Field,Raspberry Shandy,Bent River Brewing Company,4.00,11,3.27,,https://www.beeradvocate.com/beer/profile/5443/164183/
Fruit and Field,Apple Pie J.R.E.A.M.,Burley Oak Brewing Co.,4.80,11,4.19,,https://www.beeradvocate.com/beer/profile/26749/393052/
Fruit and Field,Blueberry Maple Pancake,Ellicottville Brewing Co.,7.00,11,3.77,,https://www.beeradvocate.com/beer/profile/692/406109/
Fruit and Field,Sainte Paix Orange And Grapefruit,Brasseurs R.J.,5.00,11,3.73,,https://www.beeradvocate.com/beer/profile/1535/107875/
Fruit and Field,Watermelon Wheat,Galveston Bay Beer Company,5.00,11,3.59,,https://www.beeradvocate.com/beer/profile/42321/241508/
Fruit and Field,Fresh Pressed,Wicked Weed Brewing,5.20,11,3.78,,https://www.beeradvocate.com/beer/profile/30581/481901/
Fruit and Field,Clockwort Orange,Hog’s Head Brewing Company,6.00,11,3.32,,https://www.beeradvocate.com/beer/profile/30332/95856/
Fruit and Field,Snake's Bite,Wychwood Brewery Company Ltd,4.20,11,1.98,,https://www.beeradvocate.com/beer/profile/160/84849/
Fruit and Field,No. 08 Lemon Ale,Gella's Diner & Lb. Brewing Co.,4.30,11,3.2,,https://www.beeradvocate.com/beer/profile/11689/26226/
Fruit and Field,Black Raspberry Wheat,Southampton Publick House,5.50,11,3.97,,https://www.beeradvocate.com/beer/profile/1628/23926/
Fruit and Field,Gourdy,Rockingham Brewing Company,5.80,11,3.81,,https://www.beeradvocate.com/beer/profile/39028/191353/
Fruit and Field,Mango IPA,Pipe Dream Brewing,6.50,11,3.74,,https://www.beeradvocate.com/beer/profile/45704/232317/
Fruit and Field,Paletas #3 (Tamarind),5 Rabbit Cerveceria,3.50,11,3.73,,https://www.beeradvocate.com/beer/profile/25544/123007/
Fruit and Field,Mad Sea’d,Blue Point Brewing Company,4.60,11,3.41,,https://www.beeradvocate.com/beer/profile/764/348291/
Fruit and Field,Sunburst,St. Paul Brewing,?,11,3.53,,https://www.beeradvocate.com/beer/profile/15642/131460/
Fruit and Field,Bavaria Lemon Radler,Swinkels Family Brewers,2.00,11,2.81,,https://www.beeradvocate.com/beer/profile/498/107142/
Fruit and Field,La Calavera Catrina,Garage Project,6.90,11,3.5,,https://www.beeradvocate.com/beer/profile/28568/107398/
